1	7889	1000	20.0377480984	16.9646458626	20.014	16.4667980671
2	7889	1000	18.2105631828	10.9909300804	18.189	10.5949678421
4	7889	1000	11.8069531918	7.73197007179	10.778	7.30742001534
1	7889	5000	99.9862439632	85.1958680153	99.966	84.7132921219
2	7889	5000	99.2265319824	55.1806800365	99.202	54.7652359009
4	7889	5000	58.9977519512	39.1624140739	58.971	38.700658083
1	7889	1000	20.0442569256	17.006362915	20.024	16.5695090294
2	7889	1000	18.1556451321	10.9629468918	18.134	10.5405890942
4	7889	1000	10.7981548309	7.80909109116	10.772	7.38040709496
1	11776	1000	28.8946712017	24.107724905	28.874	23.5315489769
2	11776	1000	27.4659371376	13.9172990322	27.444	13.4707021713
4	11776	1000	17.4786031246	8.79636216164	17.451	8.3189098835
1	11776	5000	147.562998056	122.645591021	147.540	122.05131197
2	11776	5000	148.786159039	69.5037469864	148.764	69.0245938301
4	11776	5000	93.840929985	43.255040884	93.813	42.7661540508
1	11776	1000	28.8740260601	24.1069009304	28.851	23.5183470249
2	11776	1000	27.8740780354	13.8118450642	27.852	13.3759799004
4	11776	1000	17.266685009	8.74857997894	17.240	8.26569795609
1	16767	1000	41.1352450848	33.0181689262	41.114	32.3419559002
2	16767	1000	36.4355819225	20.0201039314	36.407	19.4480750561
4	16767	1000	21.4963548183	13.0027661324	21.470	12.4693279266
1	16767	5000	209.221057177	169.23926115	209.198	168.527220011
2	16767	5000	198.410787106	103.01281786	198.387	102.45074892
4	16767	5000	113.879637003	66.3827321529	113.854	65.8325400352
1	16767	1000	41.0230529308	32.8639769554	40.999	32.1595230103
2	16767	1000	36.4399518967	19.8759799004	36.413	19.3125748634
4	16767	1000	21.6300251484	12.8801300526	21.601	12.3470659256
1	23000	1000	56.542760849	44.2589559555	56.521	43.3951621056
2	23000	1000	51.3511600494	24.4764831066	51.323	23.8155548573
4	23000	1000	32.0892400742	14.7844760418	32.057	14.1847150326
1	23000	5000	289.414868116	228.972588062	289.385	228.10308218
2	23000	5000	281.973433971	125.933340073	281.948	125.270425081
4	23000	5000	165.801640987	74.2309339046	165.771	73.6033778191
1	23000	1000	56.6059920788	44.2489550114	56.582	43.3847568035
2	23000	1000	51.2806360722	24.5473518372	51.255	23.9112827778
4	23000	1000	32.1829149723	14.8115410805	32.153	14.2091059685
1	30613	1000	76.6627418995	57.6654069424	76.636	56.5692839622
2	30613	1000	65.0653648376	33.8385641575	65.042	33.0389070511
4	30613	1000	37.0488700867	20.8998479843	37.022	20.1645832062
1	30613	5000	387.199066877	298.490769148	387.177	297.438543081
2	30613	5000	351.817917109	173.574995995	351.788	172.784216881
4	30613	5000	201.928147078	108.238657951	201.900	106.498523951
1	30613	1000	76.6250929832	57.6644620895	76.597	56.6081590652
2	30613	1000	65.2292771339	33.6561849117	65.204	32.8447020054
4	30613	1000	37.1498448849	20.819455862	37.121	20.0841221809
1	39744	1000	99.8044440746	74.1743369102	99.782	72.8550009727
2	39744	1000	87.328414917	40.1013438702	87.301	39.1570968628
4	39744	1000	53.5152218342	23.6167330742	53.482	22.7782979012
1	39744	5000	501.733349085	382.683085918	501.711	381.360907793
2	39744	5000	463.30361104	205.615020037	463.278	204.664019108
4	39744	5000	275.077286959	119.250026941	275.047	118.406193972
1	39744	1000	100.503546953	74.2934131622	100.480	72.9689798355
2	39744	1000	87.8007261753	40.0795660019	87.773	39.1440041065
4	39744	1000	53.8195929527	23.7161960602	53.792	22.8599860668
1	50531	1000	125.224363804	96.2859330177	125.200	94.6401209831
2	50531	1000	103.660208941	55.2386260033	103.630	54.0693869591
4	50531	1000	61.2722849846	33.9406719208	61.243	32.8834528923
1	50531	1000	125.854974985	96.4030210972	125.828	94.7698721886
2	50531	1000	103.642380953	55.2436621189	103.614	54.0652499199
4	50531	1000	61.5600469112	33.799710989	61.528	32.7506659031
1	50531	5000	622.673444033	486.684118986	622.649	485.024971008
2	50531	5000	551.760288954	277.61774683	551.733	276.43649888
4	50531	5000	323.108857155	169.701169968	323.076	168.637889147
